Region,Year,Attribute,Value
Central America and Caribbean,2010,Under_five_deaths,203.6
Central America and Caribbean,2010,Adult_mortality,262.206
European Union,2006,Infant_deaths,6.6
European Union,2006,Under_five_deaths,7.9
European Union,2006,Adult_mortality,136.22
Central America and Caribbean,2007,Infant_deaths,14.1
Central America and Caribbean,2007,Under_five_deaths,16.5
Central America and Caribbean,2007,Adult_mortality,174.6025
European Union,2005,Infant_deaths,3.1
European Union,2005,Under_five_deaths,3.7
European Union,2005,Adult_mortality,99.9665
European Union,2004,Infant_deaths,4.3
European Union,2004,Under_five_deaths,5.2
European Union,2004,Adult_mortality,95.0035
Africa,2010,Infant_deaths,15.8
Africa,2010,Under_five_deaths,18.4
Africa,2010,Adult_mortality,98.3545
Asia,2007,Infant_deaths,13.4
Asia,2007,Under_five_deaths,15.6
Asia,2007,Adult_mortality,168.9115
European Union,2009,Infant_deaths,3.1
European Union,2009,Under_five_deaths,4.3
European Union,2009,Adult_mortality,86.8955
Oceania,2013,Infant_deaths,16.2
Oceania,2013,Under_five_deaths,18.9
Oceania,2013,Adult_mortality,117.105
Asia,2005,Infant_deaths,45.9
Asia,2005,Under_five_deaths,59.4
Asia,2005,Adult_mortality,203.6355
Central America and Caribbean,2013,Infant_deaths,15.5
Central America and Caribbean,2013,Under_five_deaths,18.1
Central America and Caribbean,2013,Adult_mortality,117.765
European Union,2011,Infant_deaths,3.5
European Union,2011,Under_five_deaths,4.1
European Union,2011,Adult_mortality,68.994
Middle East,2001,Infant_deaths,65.8
Middle East,2001,Under_five_deaths,90.3
Middle East,2001,Adult_mortality,251.422
European Union,2007,Infant_deaths,3.7
European Union,2007,Under_five_deaths,4.5
European Union,2007,Adult_mortality,80.746
Asia,2010,Infant_deaths,36.9
Asia,2010,Under_five_deaths,42.7
Asia,2010,Adult_mortality,143.711
Central America and Caribbean,2005,Infant_deaths,24.9
Central America and Caribbean,2005,Under_five_deaths,29.9
Central America and Caribbean,2005,Adult_mortality,177.622
Central America and Caribbean,2015,Infant_deaths,7.7
Central America and Caribbean,2015,Under_five_deaths,9.1
Central America and Caribbean,2015,Adult_mortality,85.6715
Africa,2002,Infant_deaths,96.8
Africa,2002,Under_five_deaths,177.1
Africa,2002,Adult_mortality,413.041
Africa,2011,Infant_deaths,14.9
Africa,2011,Under_five_deaths,19.4
Africa,2011,Adult_mortality,136.8525
Rest of Europe,2004,Infant_deaths,3.4
Rest of Europe,2004,Under_five_deaths,4.2
Rest of Europe,2004,Adult_mortality,74.4275
European Union,2011,Infant_deaths,3.1
European Union,2011,Under_five_deaths,4.2
European Union,2011,Adult_mortality,82.572
Central America and Caribbean,2007,Infant_deaths,22.4
Central America and Caribbean,2007,Under_five_deaths,26.7
Central America and Caribbean,2007,Adult_mortality,158.902
Middle East,2006,Infant_deaths,31.8
Middle East,2006,Under_five_deaths,39.1
Middle East,2006,Adult_mortality,183.716
Central America and Caribbean,2008,Infant_deaths,16.6
Central America and Caribbean,2008,Under_five_deaths,19
Central America and Caribbean,2008,Adult_mortality,148.7125
South America,2009,Infant_deaths,22.6
South America,2009,Under_five_deaths,26.9
South America,2009,Adult_mortality,153.271
European Union,2009,Infant_deaths,2.6
European Union,2009,Under_five_deaths,3.1
European Union,2009,Adult_mortality,60.608
European Union,2002,Infant_deaths,13.2
European Union,2002,Under_five_deaths,15.9
European Union,2002,Adult_mortality,156.0455
European Union,2004,Infant_deaths,3.7
European Union,2004,Under_five_deaths,4.4
European Union,2004,Adult_mortality,111.937
Rest of Europe,2011,Infant_deaths,5.1
Rest of Europe,2011,Under_five_deaths,6.1
Rest of Europe,2011,Adult_mortality,110.706
Africa,2006,Infant_deaths,53.9
Africa,2006,Under_five_deaths,81.3
Africa,2006,Adult_mortality,261.1205
Africa,2011,Infant_deaths,50.8
Africa,2011,Under_five_deaths,80.8
Africa,2011,Adult_mortality,466.265
European Union,2011,Infant_deaths,10
European Union,2011,Under_five_deaths,11.8
European Union,2011,Adult_mortality,139.7255
Africa,2013,Infant_deaths,37.6
Africa,2013,Under_five_deaths,55.4
Africa,2013,Adult_mortality,197.0095
European Union,2005,Infant_deaths,4.4
European Union,2005,Under_five_deaths,5.3
European Union,2005,Adult_mortality,72.132
European Union,2002,Infant_deaths,17
European Union,2002,Under_five_deaths,20.1
European Union,2002,Adult_mortality,171.852
European Union,2005,Infant_deaths,5.7
European Union,2005,Under_five_deaths,7.2
European Union,2005,Adult_mortality,186.7535
Africa,2000,Infant_deaths,127.9
Africa,2000,Under_five_deaths,189.7
Africa,2000,Adult_mortality,316.589
Africa,2012,Infant_deaths,49.5
Africa,2012,Under_five_deaths,73.5
Africa,2012,Adult_mortality,239.3415
Asia,2008,Infant_deaths,7.7
Asia,2008,Under_five_deaths,9.5
Asia,2008,Adult_mortality,91.9455
Africa,2008,Infant_deaths,72.2
Africa,2008,Under_five_deaths,113.7
Africa,2008,Adult_mortality,259.34
European Union,2011,Infant_deaths,3.4
European Union,2011,Under_five_deaths,4.1
European Union,2011,Adult_mortality,75.779
European Union,2012,Infant_deaths,5.6
European Union,2012,Under_five_deaths,6.6
European Union,2012,Adult_mortality,165.2735
Africa,2005,Infant_deaths,95.2
Africa,2005,Under_five_deaths,136.1
Africa,2005,Adult_mortality,311.914
Middle East,2015,Infant_deaths,3.2
Middle East,2015,Under_five_deaths,3.9
Middle East,2015,Adult_mortality,56.337
Africa,2002,Infant_deaths,11.8
Africa,2002,Under_five_deaths,13.7
Africa,2002,Adult_mortality,175.73
Middle East,2005,Infant_deaths,54.8
Middle East,2005,Under_five_deaths,73
Middle East,2005,Adult_mortality,246.5985
Oceania,2015,Infant_deaths,4.6
Oceania,2015,Under_five_deaths,5.5
Oceania,2015,Adult_mortality,67
Africa,2003,Infant_deaths,71.7
Africa,2003,Under_five_deaths,99.6
Africa,2003,Adult_mortality,267.1495
Oceania,2012,Infant_deaths,4.9
Oceania,2012,Under_five_deaths,5.9
Oceania,2012,Adult_mortality,67.5135
European Union,2009,Infant_deaths,4.9
European Union,2009,Under_five_deaths,5.7
European Union,2009,Adult_mortality,103.109
Middle East,2004,Infant_deaths,23.6
Middle East,2004,Under_five_deaths,28.2
Middle East,2004,Adult_mortality,131.274
Asia,2011,Infant_deaths,35
Asia,2011,Under_five_deaths,43.6
Asia,2011,Adult_mortality,172.406
Asia,2001,Infant_deaths,57.2
Asia,2001,Under_five_deaths,69.3
Asia,2001,Adult_mortality,166.736
European Union,2000,Infant_deaths,4.1
European Union,2000,Under_five_deaths,5.4
European Union,2000,Adult_mortality,99.7875
European Union,2014,Infant_deaths,3.3
European Union,2014,Under_five_deaths,4
European Union,2014,Adult_mortality,70.358
European Union,2003,Infant_deaths,6.3
European Union,2003,Under_five_deaths,7.3
European Union,2003,Adult_mortality,117.911
Asia,2006,Infant_deaths,32.7
Asia,2006,Under_five_deaths,37.5
Asia,2006,Adult_mortality,221.7345
Oceania,2006,Infant_deaths,23.8
Oceania,2006,Under_five_deaths,28.4
Oceania,2006,Adult_mortality,157.5085
Oceania,2014,Infant_deaths,10.8
Oceania,2014,Under_five_deaths,12.5
Oceania,2014,Adult_mortality,135.663
European Union,2013,Infant_deaths,2.4
European Union,2013,Under_five_deaths,2.9
European Union,2013,Adult_mortality,55.5025
Africa,2001,Infant_deaths,68.9
Africa,2001,Under_five_deaths,112.1
Africa,2001,Adult_mortality,228.7
Central America and Caribbean,2010,Infant_deaths,20.3
Central America and Caribbean,2010,Under_five_deaths,23.9
Central America and Caribbean,2010,Adult_mortality,160.5665
Africa,2008,Infant_deaths,51
Africa,2008,Under_five_deaths,79.6
Africa,2008,Adult_mortality,345.9945
European Union,2007,Infant_deaths,7.7
European Union,2007,Under_five_deaths,9.3
European Union,2007,Adult_mortality,220.941
Africa,2004,Infant_deaths,60.7
Africa,2004,Under_five_deaths,93.3
Africa,2004,Adult_mortality,390.9155
Africa,2006,Infant_deaths,11.9
Africa,2006,Under_five_deaths,13.8
Africa,2006,Adult_mortality,162.877
Africa,2007,Infant_deaths,54.4
Africa,2007,Under_five_deaths,84.4
Africa,2007,Adult_mortality,285.3095
Rest of Europe,2001,Infant_deaths,8.4
Rest of Europe,2001,Under_five_deaths,9.6
Rest of Europe,2001,Adult_mortality,118.2535
European Union,2009,Infant_deaths,3.4
European Union,2009,Under_five_deaths,4.1
European Union,2009,Adult_mortality,59.186
Central America and Caribbean,2013,Infant_deaths,22
Central America and Caribbean,2013,Under_five_deaths,27.7
Central America and Caribbean,2013,Adult_mortality,194.199
Asia,2010,Infant_deaths,45.1
Asia,2010,Under_five_deaths,58.2
Asia,2010,Adult_mortality,191.5935
Africa,2003,Infant_deaths,95.9
Africa,2003,Under_five_deaths,156.8
Africa,2003,Adult_mortality,302.471
Central America and Caribbean,2012,Infant_deaths,26.5
Central America and Caribbean,2012,Under_five_deaths,32
Central America and Caribbean,2012,Adult_mortality,170.1225
European Union,2006,Infant_deaths,3.6
European Union,2006,Under_five_deaths,4.2
European Union,2006,Adult_mortality,62.643
European Union,2009,Infant_deaths,3.5
European Union,2009,Under_five_deaths,4.3
European Union,2009,Adult_mortality,78.907
Africa,2015,Infant_deaths,75.7
Africa,2015,Under_five_deaths,128.7
Africa,2015,Adult_mortality,363.167
South America,2008,Infant_deaths,14.7
South America,2008,Under_five_deaths,17.2
South America,2008,Adult_mortality,150.294
European Union,2013,Infant_deaths,3.3
European Union,2013,Under_five_deaths,3.9
European Union,2013,Adult_mortality,64.5655
Oceania,2015,Infant_deaths,19.3
Oceania,2015,Under_five_deaths,22.7
Oceania,2015,Adult_mortality,148.087
South America,2002,Infant_deaths,16.4
South America,2002,Under_five_deaths,18.3
South America,2002,Adult_mortality,136.066
European Union,2006,Infant_deaths,3.7
European Union,2006,Under_five_deaths,4.5
European Union,2006,Adult_mortality,73.3
Africa,2011,Infant_deaths,40.4
Africa,2011,Under_five_deaths,59.3
Africa,2011,Adult_mortality,266.645
Rest of Europe,2014,Infant_deaths,3.7
Rest of Europe,2014,Under_five_deaths,4.4
Rest of Europe,2014,Adult_mortality,102.857
Rest of Europe,2013,Infant_deaths,5.9
Rest of Europe,2013,Under_five_deaths,6.9
Rest of Europe,2013,Adult_mortality,119.055
European Union,2013,Infant_deaths,3
European Union,2013,Under_five_deaths,3.7
European Union,2013,Adult_mortality,78.8295
Africa,2000,Infant_deaths,104.4
Africa,2000,Under_five_deaths,172.7
Africa,2000,Adult_mortality,355.929
Africa,2006,Infant_deaths,51.5
Africa,2006,Under_five_deaths,87.6
Africa,2006,Adult_mortality,285.0805
Africa,2012,Infant_deaths,57
Africa,2012,Under_five_deaths,108.2
Africa,2012,Adult_mortality,261.2055
Asia,2007,Infant_deaths,46.2
Asia,2007,Under_five_deaths,55.4
Asia,2007,Adult_mortality,206.6325
Oceania,2006,Infant_deaths,49.7
Oceania,2006,Under_five_deaths,65.1
Oceania,2006,Adult_mortality,212.398
Africa,2003,Infant_deaths,99
Africa,2003,Under_five_deaths,142.8
Africa,2003,Adult_mortality,332.349
Middle East,2009,Infant_deaths,3.8
Middle East,2009,Under_five_deaths,4.7
Middle East,2009,Adult_mortality,61.931
Middle East,2002,Infant_deaths,10.3
Middle East,2002,Under_five_deaths,12
Middle East,2002,Adult_mortality,87.276
Central America and Caribbean,2004,Infant_deaths,19
Central America and Caribbean,2004,Under_five_deaths,21.6
Central America and Caribbean,2004,Adult_mortality,176.2405
Africa,2001,Infant_deaths,85.3
Africa,2001,Under_five_deaths,146.9
Africa,2001,Adult_mortality,598.586
Central America and Caribbean,2009,Infant_deaths,18.2
Central America and Caribbean,2009,Under_five_deaths,20.4
Central America and Caribbean,2009,Adult_mortality,163.6655
Central America and Caribbean,2013,Infant_deaths,28.8
Central America and Caribbean,2013,Under_five_deaths,35
Central America and Caribbean,2013,Adult_mortality,164.4115
Central America and Caribbean,2014,Infant_deaths,13.8
Central America and Caribbean,2014,Under_five_deaths,16
Central America and Caribbean,2014,Adult_mortality,133.3495
Middle East,2008,Infant_deaths,18.5
Middle East,2008,Under_five_deaths,21.7
Middle East,2008,Adult_mortality,121.2965
Africa,2005,Infant_deaths,46.1
Africa,2005,Under_five_deaths,67.5
Africa,2005,Adult_mortality,336.291
Asia,2010,Infant_deaths,51.8
Asia,2010,Under_five_deaths,68.3
Asia,2010,Adult_mortality,217.0295
European Union,2001,Infant_deaths,5
European Union,2001,Under_five_deaths,6.1
European Union,2001,Adult_mortality,81.98
Asia,2011,Infant_deaths,37.2
Asia,2011,Under_five_deaths,46.7
Asia,2011,Adult_mortality,139.3125
North America,2002,Infant_deaths,21.9
North America,2002,Under_five_deaths,26
North America,2002,Adult_mortality,126.16
Middle East,2000,Infant_deaths,29.7
Middle East,2000,Under_five_deaths,36.2
Middle East,2000,Adult_mortality,151.603
Middle East,2015,Infant_deaths,24.8
Middle East,2015,Under_five_deaths,29.7
Middle East,2015,Adult_mortality,162.9175
Middle East,2007,Infant_deaths,10.4
Middle East,2007,Under_five_deaths,12.1
Middle East,2007,Adult_mortality,73.269
Asia,2006,Infant_deaths,75.4
Asia,2006,Under_five_deaths,94.5
Asia,2006,Adult_mortality,179.458
Africa,2015,Infant_deaths,60
Africa,2015,Under_five_deaths,92.1
Africa,2015,Adult_mortality,270.2885
Asia,2004,Infant_deaths,15.5
Asia,2004,Under_five_deaths,18
Asia,2004,Adult_mortality,184.5775
Central America and Caribbean,2010,Infant_deaths,28.6
Central America and Caribbean,2010,Under_five_deaths,34.8
Central America and Caribbean,2010,Adult_mortality,177.598
Asia,2007,Infant_deaths,31.2
Asia,2007,Under_five_deaths,35.7
Asia,2007,Adult_mortality,221.239
European Union,2012,Infant_deaths,3.3
European Union,2012,Under_five_deaths,4
European Union,2012,Adult_mortality,69.0215
Africa,2013,Infant_deaths,70.6
Africa,2013,Under_five_deaths,116.6
Africa,2013,Adult_mortality,277.2635
Middle East,2005,Infant_deaths,9.1
Middle East,2005,Under_five_deaths,10.6
Middle East,2005,Adult_mortality,77.801
Rest of Europe,2011,Infant_deaths,8.1
Rest of Europe,2011,Under_five_deaths,10.1
Rest of Europe,2011,Adult_mortality,238.2245
Africa,2005,Infant_deaths,89.2
Africa,2005,Under_five_deaths,144.5
Africa,2005,Adult_mortality,299.375
Asia,2006,Infant_deaths,42.3
Asia,2006,Under_five_deaths,49.6
Asia,2006,Adult_mortality,214.822
Central America and Caribbean,2009,Infant_deaths,16.9
Central America and Caribbean,2009,Under_five_deaths,19.3
Central America and Caribbean,2009,Adult_mortality,146.8905
Rest of Europe,2012,Infant_deaths,3.7
Rest of Europe,2012,Under_five_deaths,4.9
Rest of Europe,2012,Adult_mortality,192.409
European Union,2007,Infant_deaths,3.3
European Union,2007,Under_five_deaths,4.2
European Union,2007,Adult_mortality,91.6555
Oceania,2000,Infant_deaths,23.9
Oceania,2000,Under_five_deaths,28.5
Oceania,2000,Adult_mortality,181.1765
Oceania,2012,Infant_deaths,26.2
Oceania,2012,Under_five_deaths,31.6
Oceania,2012,Adult_mortality,169.018
Asia,2007,Infant_deaths,74.1
Asia,2007,Under_five_deaths,92.7
Asia,2007,Adult_mortality,178.0545
Africa,2005,Infant_deaths,65
Africa,2005,Under_five_deaths,110.5
Africa,2005,Adult_mortality,528.961
Asia,2002,Infant_deaths,37.8
Asia,2002,Under_five_deaths,47.6
Asia,2002,Adult_mortality,192.0885
Asia,2013,Infant_deaths,57.3
Asia,2013,Under_five_deaths,76.9
Asia,2013,Adult_mortality,236.221
North America,2000,Infant_deaths,7.1
North America,2000,Under_five_deaths,8.4
North America,2000,Adult_mortality,113.6425
Oceania,2004,Infant_deaths,23.6
Oceania,2004,Under_five_deaths,28.1
Oceania,2004,Adult_mortality,164.9795
Central America and Caribbean,2006,Infant_deaths,36.6
Central America and Caribbean,2006,Under_five_deaths,50.9
Central America and Caribbean,2006,Adult_mortality,204.863
Africa,2011,Infant_deaths,50.1
Africa,2011,Under_five_deaths,76.8
Africa,2011,Adult_mortality,352.9365
Oceania,2008,Infant_deaths,46.8
Oceania,2008,Under_five_deaths,60.8
Oceania,2008,Adult_mortality,238.9705
Central America and Caribbean,2001,Infant_deaths,31.7
Central America and Caribbean,2001,Under_five_deaths,39
Central America and Caribbean,2001,Adult_mortality,185.7315
Africa,2011,Infant_deaths,76.7
Africa,2011,Under_five_deaths,107.4
Africa,2011,Adult_mortality,327.4155
South America,2010,Infant_deaths,15.3
South America,2010,Under_five_deaths,19.8
South America,2010,Adult_mortality,132.268
Asia,2002,Infant_deaths,62.3
Asia,2002,Under_five_deaths,84.7
Asia,2002,Adult_mortality,234.2095
Africa,2012,Infant_deaths,79.1
Africa,2012,Under_five_deaths,106.1
Africa,2012,Adult_mortality,272.347
Africa,2005,Infant_deaths,19.8
Africa,2005,Under_five_deaths,23.1
Africa,2005,Adult_mortality,135.266
Asia,2008,Infant_deaths,30
Asia,2008,Under_five_deaths,36.7
Asia,2008,Adult_mortality,186.9555
Africa,2006,Infant_deaths,120.9
Africa,2006,Under_five_deaths,188.9
Africa,2006,Adult_mortality,459.6215
European Union,2004,Infant_deaths,3.9
European Union,2004,Under_five_deaths,4.9
European Union,2004,Adult_mortality,77.449
Rest of Europe,2002,Infant_deaths,24.5
Rest of Europe,2002,Under_five_deaths,27.7
Rest of Europe,2002,Adult_mortality,138.447
European Union,2009,Infant_deaths,5.2
European Union,2009,Under_five_deaths,6.2
European Union,2009,Adult_mortality,163.682
Africa,2005,Infant_deaths,56.8
Africa,2005,Under_five_deaths,86.4
Africa,2005,Adult_mortality,375.1285
Middle East,2010,Infant_deaths,45.5
Middle East,2010,Under_five_deaths,58.8
Middle East,2010,Adult_mortality,235.0695
Central America and Caribbean,2010,Infant_deaths,20.1
Central America and Caribbean,2010,Under_five_deaths,22.5
Central America and Caribbean,2010,Adult_mortality,177.125
Rest of Europe,2005,Infant_deaths,17.8
Rest of Europe,2005,Under_five_deaths,20
